COD_CIVICO,COMUNE,VIA,CIVICO,CIRCOSCRIZIONE,CAP,COORDINATA_X,COORDINATA_Y
104953,Torino,VIA GIOVANNI SERVAIS,200 int. A int. 39,4,10146,7.62014327662932,45.0862014927522
104776,Torino,VIA GIOVANNI SERVAIS,200 int. B,4,10146,7.61618520220138,45.0861209180135
117606,Torino,VIA GIOVANNI SERVAIS,200 int. D,4,10146,7.61623020882415,45.0867245341302
104779,Torino,VIA GIOVANNI SERVAIS,200 int. P,4,10146,7.6162629981147,45.0873126361726
104780,Torino,VIA GIOVANNI SERVAIS,200 int. R,4,10146,7.61627985975317,45.0875863039201
117607,Torino,VIA GIOVANNI SERVAIS,200 int. T,4,10146,7.61629705515432,45.0878614159732
104921,Torino,VIA GIOVANNI SERVAIS,201,4,10146,7.61690531389065,45.0848620282415
134639,Torino,VIA GIOVANNI SERVAIS,209 scala A,4,10146,7.61640813467533,45.0849245082401
104931,Torino,VIA GIOVANNI SERVAIS,217 scala A,4,10146,7.61537096453874,45.0852377358753
105412,Torino,LUNGO DORA SIENA,12,7,10153,7.69205743481241,45.0748382561974
105414,Torino,LUNGO DORA SIENA,14,7,10153,7.69229651066061,45.074606327886
105467,Torino,LUNGO DORA SIENA,16,7,10153,7.69245628285452,45.0744513471038
105548,Torino,VIA LUCA SIGNORELLI,3 scala A,7,10132,7.72829304238137,45.0727200873708
105551,Torino,VIA TELEMACO SIGNORINI,1 bis,6,10154,7.7154083631637,45.0923187909134
105553,Torino,VIA TELEMACO SIGNORINI,4,6,10154,7.71542187911827,45.0921801724817
105554,Torino,VIA TELEMACO SIGNORINI,5,6,10154,7.71572776033413,45.0923034259163
105556,Torino,VIA TELEMACO SIGNORINI,6,6,10154,7.71555383324326,45.0921742844044
105557,Torino,VIA TELEMACO SIGNORINI,8,6,10154,7.71577602971625,45.0921643611397
105558,Torino,VIA TELEMACO SIGNORINI,9,6,10154,7.71599038910049,45.0922920575959
105560,Torino,VIA TELEMACO SIGNORINI,11,6,10154,7.71613202103416,45.0922858725941
117739,Torino,VIA TELEMACO SIGNORINI,12,6,10154,7.71611404621962,45.0921500056115
105561,Torino,VIA TELEMACO SIGNORINI,14,6,10154,7.71626021508583,45.0921437994469
109064,Torino,CORSO SVIZZERA,76,4,10143,7.65187921757721,45.0832653440132
109069,Torino,CORSO SVIZZERA,79 int. 3,4,10143,7.65117876277675,45.0839169441212
109070,Torino,CORSO SVIZZERA,79 int. 4,4,10143,7.65161064769893,45.0839290121671
109071,Torino,CORSO SVIZZERA,79 int. 7,4,10143,7.65103294929755,45.0839323969476
120791,Torino,CORSO SVIZZERA,79 int. 8,4,10143,7.65140692375962,45.0839771870458
109073,Torino,CORSO SVIZZERA,79 int. 10,4,10143,7.65124821974474,45.0839934420897
118329,Torino,CORSO SVIZZERA,79 int. 12,4,10143,7.65108368227571,45.0840102851283
109042,Torino,CORSO SVIZZERA,79 int. 14,4,10143,7.65081444701584,45.0840340194919
109045,Torino,CORSO SVIZZERA,79 int. 17,4,10143,7.65034662473164,45.0840048164654
109050,Torino,CORSO SVIZZERA,83,4,10143,7.6521301808963,45.0839918837711
118324,Torino,CORSO SVIZZERA,84,4,10143,7.65259202343743,45.0838798527925
118325,Torino,CORSO SVIZZERA,101,4,10143,7.65365103890751,45.0853703020516
134162,Torino,CORSO SVIZZERA,106 scala B,4,10143,7.65426962199414,45.0852200365675
109028,Torino,CORSO SVIZZERA,112 scala B,4,10143,7.65474266533837,45.0856216775142
109030,Torino,CORSO SVIZZERA,116,4,10143,7.65494264652687,45.0858722289557
118321,Torino,CORSO SVIZZERA,119 scala B,4,10143,7.65513976790753,45.0865879916055
109038,Torino,CORSO SVIZZERA,125 scala A,4,10143,7.65505666563057,45.0869344434626
106130,Torino,VIA SOMALIA,116 int. 6,2,10127,7.65508341205387,45.0084387181234
106131,Torino,VIA SOMALIA,116 int. 8,2,10127,7.65505438922382,45.0084447495889
106132,Torino,VIA SOMALIA,116 int. 16,2,10127,7.65432009045663,45.0087335192447
106134,Torino,VIA GIOVANNI SOMIS,3,3,10138,7.66657539894099,45.0751962178097
122333,Torino,VIA GIOVANNI SOMIS,8 scala B,3,10138,7.6658903741894,45.0756384926656
106116,Torino,VIA GIOVANNI SOMIS,11,3,10138,7.66535744880856,45.0756259108448
106118,Torino,VIA GIOVANNI SOMIS,13,3,10138,7.6651392869781,45.0757037723055
106128,Torino,VIA SOMMACAMPAGNA,5,8,10131,7.69519147807707,45.0590245034596
121377,Torino,VIA SOMMACAMPAGNA,6 scala A,8,10131,7.69531957746543,45.0587475964718
124931,Torino,VIA SOMMACAMPAGNA,9 scala B,8,10131,7.69550589613755,45.0589844732248
106996,Torino,VIA GIOVANNI SPANO,3,8,10134,7.65550844077615,45.0400949501879
106999,Torino,VIA GIOVANNI SPANO,4,8,10134,7.65530456856161,45.0400126585919
107003,Torino,VIA GIOVANNI SPANO,6 int. 4,8,10134,7.65538227911731,45.0397077556667
106971,Torino,VIA GIOVANNI SPANO,6 int. 5,8,10134,7.65516306696671,45.0397036708227
106973,Torino,VIA GIOVANNI SPANO,6 int. 10,8,10134,7.65520940932515,45.0394619782518
134025,Torino,VIA GIOVANNI SPANO,6 int. 11 int. A,8,10134,7.65477343429937,45.0392800386337
106975,Torino,VIA GIOVANNI SPANO,6 int. 12,8,10134,7.65509459747496,45.0392987557351
117971,Torino,VIA GIOVANNI SPANO,6 int. 14,8,10134,7.65500157114858,45.0391665128439
106976,Torino,VIA GIOVANNI SPANO,6 int. 16,8,10134,7.65493288603505,45.0390688714553
106978,Torino,VIA GIOVANNI SPANO,7,8,10134,7.65567398941571,45.040036533258
106980,Torino,VIA GIOVANNI SPANO,10,8,10134,7.6557719329307,45.0398467131896
106983,Torino,VIA GIOVANNI SPANO,12,8,10134,7.65591868144897,45.0397946098886
106985,Torino,VIA GIOVANNI SPANO,14 int. 3,8,10134,7.65603705273032,45.0395115103659
117974,Torino,VIA GIOVANNI SPANO,14 int. 6,8,10134,7.65573477609707,45.0393899746869
120628,Torino,VIA GIOVANNI SPANO,14 int. 8,8,10134,7.65564006018796,45.0392528244516
106957,Torino,VIA GIOVANNI SPANO,14 int. 9 int. B,8,10134,7.65571450383924,45.038853633975
117968,Torino,VIA GIOVANNI SPANO,14 int. 12,8,10134,7.65546572863402,45.0390049597831
106959,Torino,VIA GIOVANNI SPANO,14 int. 16,8,10134,7.6554027346318,45.0389152892646
117970,Torino,VIA GIOVANNI SPANO,20,8,10134,7.65663512023749,45.0395452472446
124942,Torino,PIAZZA STATUTO,10 scala A,1,10122,7.67164604580325,45.0764488760294
109717,Torino,PIAZZA STATUTO,12,1,10122,7.67117226606441,45.076569270953
109691,Torino,PIAZZA STATUTO,14,1,10122,7.67097158106518,45.0766372659924
109698,Torino,PIAZZA STATUTO,16,1,10122,7.67061321547067,45.0767683186235
109682,Torino,PIAZZA STATUTO,26 scala A,4,10144,7.668462111806,45.0773932349189
109018,Torino,CORSO SVIZZERA,140,4,10149,7.6574380253252,45.0876678060627
108993,Torino,CORSO SVIZZERA,143 scala A,4,10149,7.65743372946153,45.0882530476771
123875,Torino,CORSO SVIZZERA,145 scala A,4,10149,7.6579441368926,45.0886147237179
123876,Torino,CORSO SVIZZERA,145 scala B,4,10149,7.65790786710065,45.0886430579416
109000,Torino,CORSO SVIZZERA,149,4,10149,7.65831607770335,45.08881736647
109003,Torino,CORSO SVIZZERA,149 bis,4,10149,7.65838102520287,45.0888645964591
109004,Torino,CORSO SVIZZERA,151,4,10149,7.65847209900787,45.0889308389344
106301,Torino,VIA SOMMACAMPAGNA,11,8,10131,7.69555813545484,45.0588442553379
106302,Torino,VIA SOMMACAMPAGNA,11 bis,8,10131,7.69566396004614,45.0587922457236
106306,Torino,VIA SOMMACAMPAGNA,13 bis,8,10131,7.69600308896427,45.0586255354379
106307,Torino,VIA SOMMACAMPAGNA,15,8,10131,7.6962184873686,45.0585196497147
106288,Torino,VIA SOMMARIVA,1 scala A,8,10127,7.66416793650837,45.0237638259886
124933,Torino,VIA SOMMARIVA,2 scala A,8,10127,7.6640930525196,45.0234880433222
124934,Torino,VIA SOMMARIVA,2 scala B,8,10127,7.66417502497974,45.023510912739
106291,Torino,VIA SOMMARIVA,3 bis,8,10127,7.66472602331801,45.0235815222443
106266,Torino,VIA SOMMARIVA,5 bis scala A,8,10127,7.66506517312806,45.0235949395601
106267,Torino,VIA SOMMARIVA,5 bis scala B,8,10127,7.66511098110733,45.0235977165318
117854,Torino,VIA SOMMARIVA,7,8,10127,7.66537772000576,45.0234553560496
106269,Torino,VIA SOMMARIVA,10,8,10127,7.66513151753813,45.0233638117007
106271,Torino,VIA SOMMARIVA,12,8,10127,7.66533812758974,45.0233238537767
106938,Torino,VIA GIOVANNI SPANO,29,8,10134,7.65757239876614,45.0393684835467
106939,Torino,VIA GIOVANNI SPANO,31,8,10134,7.65772299073688,45.0393153248874
106942,Torino,VIA GIOVANNI SPANO,33 int. 3,8,10134,7.65800110156812,45.039488799722
106944,Torino,VIA GIOVANNI SPANO,33 int. 5,8,10134,7.65805025456252,45.0395608246479
106946,Torino,VIA GIOVANNI SPANO,35,8,10134,7.65813486618119,45.0391865430585
106951,Torino,VIA GIOVANNI SPANO,41,8,10134,7.65865945720095,45.0389909942448
106953,Torino,VIA GIOVANNI SPANO,43,8,10134,7.6589065048913,45.0389034639345
106954,Torino,VIA GIOVANNI SPANO,45,8,10134,7.65908692852338,45.038839536609
106922,Torino,VIA GIOVANNI SPANO,49,8,10134,7.65945087233244,45.0387106012303
106923,Torino,VIA GIOVANNI SPANO,51,8,10134,7.65962316524583,45.0386495571966
106924,Torino,VIA MARTINO SPANZOTTI,2,3,10139,7.64455865841285,45.0718932094759
106926,Torino,VIA MARTINO SPANZOTTI,3,3,10139,7.64420037945223,45.0717575335102
106936,Torino,VIA MARTINO SPANZOTTI,12,3,10139,7.64289487118539,45.0715329386159
117959,Torino,VIA SPARONE,1,5,10148,7.66254209653236,45.1075581002851
134645,Torino,VIA VINCENZO STEFFENONE,4 scala A,8,10134,7.65957524187991,45.0437729060805
120839,Torino,VIA VINCENZO STEFFENONE,8,8,10134,7.66031010047573,45.0435137627754
109660,Torino,VIA VINCENZO STEFFENONE,10,8,10134,7.66045652746081,45.0434495514925
118428,Torino,VIA VINCENZO STEFFENONE,16,8,10134,7.66098311703176,45.0432230224157
109663,Torino,VIA VINCENZO STEFFENONE,25,8,10134,7.6617916005581,45.0430343797461
109665,Torino,VIA VINCENZO STEFFENONE,29,8,10134,7.66216962403695,45.0428965990008
109641,Torino,VIA STELLONE,2,8,10126,7.67013161634565,45.0386452389791
118425,Torino,VIA STELLONE,2 bis,8,10126,7.67043040112625,45.0385854086746
109645,Torino,VIA STELLONE,5,8,10126,7.6705955046808,45.0386654215679
109651,Torino,VIA STELLONE,8,8,10126,7.67091961175875,45.0384874301222
109652,Torino,VIA STELLONE,9,8,10126,7.67120931760852,45.0385438493521
109621,Torino,VIA STELLONE,10,8,10126,7.67106914377617,45.0384574841544
108979,Torino,CORSO SVIZZERA,162,4,10149,7.65936531582459,45.0888414101122
108983,Torino,CORSO SVIZZERA,166,4,10149,7.65967318184368,45.0890618667006
118314,Torino,CORSO SVIZZERA,178,4,10149,7.66040196348682,45.0898209372538
108966,Torino,VIA ODOARDO TABACCHI,23,7,10132,7.72149228534885,45.0671510801291
108967,Torino,VIA ODOARDO TABACCHI,26,7,10132,7.72261243212308,45.0663161367998
108969,Torino,VIA ODOARDO TABACCHI,29,7,10132,7.7218590347511,45.0669482534162
108971,Torino,VIA ODOARDO TABACCHI,32,7,10132,7.72326869868339,45.0659164527836
108972,Torino,VIA ODOARDO TABACCHI,33,7,10132,7.72207465529103,45.066795764456
108973,Torino,VIA ODOARDO TABACCHI,34,7,10132,7.72341212402274,45.0658290199121
108947,Torino,VIA ODOARDO TABACCHI,44,7,10132,7.72455092728189,45.0651345583521
108950,Torino,VIA ODOARDO TABACCHI,46 int. 1,7,10132,7.72465743786138,45.0647843013096
108951,Torino,VIA ODOARDO TABACCHI,46 int. 3,7,10132,7.72435095583473,45.0646172169509
118308,Torino,VIA ODOARDO TABACCHI,46 int. 6,7,10132,7.7239960486858,45.0644835452916
108953,Torino,VIA ODOARDO TABACCHI,46 int. 7,7,10132,7.72385056360872,45.0643863118084
106279,Torino,VIA SOMMARIVA,21,8,10127,7.66622658051244,45.0232911701218
120573,Torino,VIA SOMMARIVA,24,8,10127,7.66660342881885,45.0230782380605
106256,Torino,VIA SOMMARIVA,25,8,10127,7.66661749300844,45.0232153762578
106230,Torino,CORSO GERMANO SOMMEILLER,3,8,10125,7.67507447337299,45.0539564776886
106234,Torino,CORSO GERMANO SOMMEILLER,4 scala B,8,10125,7.67506152853232,45.0542480930251
106235,Torino,CORSO GERMANO SOMMEILLER,6,8,10125,7.67461710692981,45.054289546695
106236,Torino,CORSO GERMANO SOMMEILLER,8,8,10125,7.674382567239,45.0543417529903
117849,Torino,CORSO GERMANO SOMMEILLER,15,1,10128,7.67230672558436,45.0546778956498
106243,Torino,CORSO GERMANO SOMMEILLER,17 scala A,1,10128,7.67195475825354,45.0547164171107
106315,Torino,CORSO GERMANO SOMMEILLER,19,1,10128,7.67172169952468,45.0548959112422
106318,Torino,CORSO GERMANO SOMMEILLER,20,1,10128,7.67125864923769,45.0555044629061
106916,Torino,VIA SPARONE,6,5,10148,7.66289015720135,45.1074985884807
106919,Torino,VIA SPARONE,12,5,10148,7.66346759119412,45.1076326955002
106888,Torino,VIA SPARONE,14,5,10148,7.66364112302806,45.1076724758302
127118,Torino,VIA SPARONE,18 scala B,5,10148,7.66452008024438,45.1077865041518
106894,Torino,VIA BERTRANDO SPAVENTA,1,8,10134,7.65876900629726,45.0415076258712
106896,Torino,VIA BERTRANDO SPAVENTA,3,8,10134,7.65890194373567,45.0414619728444
117957,Torino,VIA BERTRANDO SPAVENTA,4,8,10134,7.65874884071605,45.0413659348148
106899,Torino,VIA BERTRANDO SPAVENTA,5,8,10134,7.65895618865806,45.0414433460806
117958,Torino,VIA BERTRANDO SPAVENTA,7,8,10134,7.65920372039508,45.0413583593535
106901,Torino,VIA BERTRANDO SPAVENTA,8,8,10134,7.65901837127981,45.0412730062501
122835,Torino,VIA BERTRANDO SPAVENTA,9 scala A,8,10134,7.65936091818672,45.0413612042643
121387,Torino,VIA BERTRANDO SPAVENTA,14 scala B,8,10134,7.65946279197355,45.041053242653
106877,Torino,VIA BERTRANDO SPAVENTA,20,8,10134,7.66013799505772,45.0408869646396
109623,Torino,VIA STELLONE,12,8,10126,7.67123121418582,45.0384250283657
109629,Torino,VIA STELVIO,4,3,10141,7.63332382305275,45.0648426184966
118419,Torino,VIA STELVIO,13,3,10141,7.63230084935764,45.064947843204
135525,Torino,VIA STELVIO,16 scala B,3,10141,7.63237527054632,45.0651939514833
109597,Torino,VIA STELVIO,45,3,10141,7.62832073963404,45.0656569062497
121816,Torino,VIA ODOARDO TABACCHI,47,7,10132,7.72316530130185,45.0661041535427
108954,Torino,VIA ODOARDO TABACCHI,51,7,10132,7.72346225751156,45.0659232976625
108956,Torino,STRADA DEI TADINI,1,8,10131,7.70662483906931,45.0509973853852
108957,Torino,STRADA DEI TADINI,2,8,10131,7.70645727553213,45.0508999064443
108959,Torino,STRADA DEI TADINI,5,8,10131,7.70704394265667,45.050810456722
108960,Torino,STRADA DEI TADINI,5 bis int. 6,8,10131,7.70779601190682,45.0511822816775
108930,Torino,STRADA DEI TADINI,7,8,10131,7.70744344892031,45.0505891429295
108931,Torino,STRADA DEI TADINI,8,8,10131,7.7072002526398,45.0506538761822
108934,Torino,STRADA DEI TADINI,15,8,10131,7.70827020965607,45.0502752264242
108939,Torino,STRADA DEI TADINI,23 int. 9,8,10131,7.71033860007408,45.0501145552255
108940,Torino,STRADA DEI TADINI,23 int. 11,8,10131,7.71037815742632,45.0501546548263
108942,Torino,STRADA DEI TADINI,23 int. 19,8,10131,7.71048174088978,45.0506129710483
118307,Torino,STRADA DEI TADINI,23 int. 20,8,10131,7.7112282834515,45.050463381895
108944,Torino,STRADA DEI TADINI,23 int. 22,8,10131,7.71174887219339,45.0503312408972
108913,Torino,STRADA DEI TADINI,23 int. 25,8,10131,7.71094053067786,45.0506050175413
108914,Torino,STRADA DEI TADINI,26,8,10131,7.70998396558895,45.0493635725774
108916,Torino,STRADA DEI TADINI,41,8,10131,7.71126618052387,45.0489852669663
108918,Torino,STRADA DEI TADINI,43 int. 2,8,10131,7.71218168770889,45.0489264259297
108920,Torino,STRADA DEI TADINI,43 int. 4,8,10131,7.71246939749749,45.0491591437713
118302,Torino,STRADA DEI TADINI,43 int. 6,8,10131,7.71265272415989,45.0495719440184
120777,Torino,STRADA DEI TADINI,47 int. 4,8,10131,7.71303793129658,45.0484739637992
118303,Torino,STRADA DEI TADINI,47 int. 5,8,10131,7.71312929832622,45.0489569039673
108926,Torino,STRADA DEI TADINI,47 int. 8,8,10131,7.71328594481875,45.0487248838957
108928,Torino,STRADA DEI TADINI,47 int. 12,8,10131,7.71331171715128,45.0491334501625
108912,Torino,STRADA DEI TADINI,67,8,10131,7.71323736303302,45.0481001437761
108897,Torino,STRADA DEI TADINI,71,8,10131,7.71357211802658,45.0479177946298
108899,Torino,VIA TAGGIA,2,8,10134,7.65755622844349,45.0374404952413
106323,Torino,CORSO GERMANO SOMMEILLER,23,1,10128,7.67079085437403,45.0555077772323
106325,Torino,CORSO GERMANO SOMMEILLER,25,1,10128,7.67039404510252,45.0558182825521
106329,Torino,CORSO GERMANO SOMMEILLER,26,1,10128,7.67043702524504,45.0561469426128
117887,Torino,CORSO GERMANO SOMMEILLER,29,1,10128,7.66997131227327,45.056149521672
106470,Torino,CORSO GERMANO SOMMEILLER,31,1,10128,7.66971156068276,45.0563530055279
106474,Torino,CORSO GERMANO SOMMEILLER,32,1,10128,7.66949813725349,45.056880138178
106443,Torino,CORSO GERMANO SOMMEILLER,33 scala B,1,10128,7.66926467122274,45.0565848330696
117885,Torino,VIA SONDRIO,2 scala A,4,10144,7.65978360557245,45.0850105228103
106452,Torino,VIA SONDRIO,7,4,10144,7.65969867781224,45.0856074748052
106457,Torino,VIA SONDRIO,13 scala E,4,10144,7.65910561242455,45.0860822665671
106427,Torino,VIA SONDRIO,13 scala G,4,10144,7.65964040008688,45.0860629352935
106429,Torino,VIA SONDRIO,13 scala I,4,10144,7.65996231324913,45.0861054029101
106431,Torino,STRADA DELLA BASILICA DI SOPERGA,4,7,10132,7.77065064253594,45.0780947273285
106432,Torino,STRADA DELLA BASILICA DI SOPERGA,9,7,10132,7.77022249946024,45.0779801880592
117956,Torino,VIA LUIGI SPAZZAPAN,8 scala A,8,10135,7.64813671079211,45.0277578345247
106884,Torino,VIA LUIGI SPAZZAPAN,8 scala B,8,10135,7.64819649656364,45.0277401516056
106885,Torino,VIA LUIGI SPAZZAPAN,12,8,10135,7.64860261267238,45.0276975641259
107127,Torino,VIA CASIMIRO SPERINO,17,8,10126,7.67190459827562,45.0355654917071
107128,Torino,VIA CASIMIRO SPERINO,19,8,10126,7.67185206366305,45.0354381802995
122338,Torino,VIA CASIMIRO SPERINO,23 scala B,8,10126,7.67187710164119,45.035251504065
107135,Torino,CORSO SPEZIA,1,8,10126,7.66686508030094,45.0382990896575
120640,Torino,CORSO SPEZIA,7,8,10126,7.6671544915575,45.0382405807734
107109,Torino,CORSO SPEZIA,9,8,10126,7.66724525887962,45.0382219082641
107115,Torino,CORSO SPEZIA,15,8,10126,7.66814863202443,45.0380337787738
117996,Torino,CORSO SPEZIA,15 bis,8,10126,7.6682684685327,45.0380092782673
107119,Torino,CORSO SPEZIA,17,8,10126,7.66844881125441,45.0379723495908
107120,Torino,CORSO SPEZIA,18,8,10126,7.66829918129386,45.0374417309145
109598,Torino,VIA STELVIO,54,3,10141,7.62806182653354,45.066118376465
109570,Torino,VIA STELVIO,67 scala B,3,10141,7.62618049911337,45.0662747140034
109573,Torino,VIA STELVIO,70,3,10141,7.62647161558946,45.0665031951691
109574,Torino,VIA STELVIO,74,3,10141,7.62623817580743,45.0665596455111
109576,Torino,VIA STELVIO,78,3,10141,7.62592847306853,45.0666345044627
109577,Torino,VIA STELVIO,80,3,10141,7.62577308438336,45.0666720801864
118416,Torino,VIA ANTONIO STOPPANI,4,5,10147,7.67791854804863,45.100550295794
109584,Torino,VIA ANTONIO STOPPANI,6,5,10147,7.67774037971365,45.1005761201181
109554,Torino,VIA ANTONIO STOPPANI,8,5,10147,7.67758989713376,45.1005979439722
109559,Torino,VIA ANTONIO STOPPANI,11,5,10147,7.6768183384241,45.1005701835261
108852,Torino,VIA CESARE TALLONE,7,5,10147,7.67849613545183,45.097202828207
108855,Torino,VIA CESARE TALLONE,9,5,10147,7.67850452175831,45.0972409214799
108856,Torino,VIA CESARE TALLONE,10,5,10147,7.67871883898233,45.097340656008
118291,Torino,VIA CESARE TALLONE,11,5,10147,7.67853078404706,45.097360264022
108858,Torino,VIA GIUSEPPE TALUCCHI,1,4,10143,7.66320033052747,45.0779048706698
108859,Torino,VIA GIUSEPPE TALUCCHI,2,4,10143,7.66327657355249,45.0780220026765
108861,Torino,VIA GIUSEPPE TALUCCHI,3,4,10143,7.6628300071885,45.0778964989734
108835,Torino,VIA GIUSEPPE TALUCCHI,7,4,10143,7.6620290220803,45.0778311106345
108839,Torino,VIA GIUSEPPE TALUCCHI,11,4,10143,7.66147965176497,45.0778395071035
108845,Torino,VIA GIUSEPPE TALUCCHI,20,4,10143,7.66062703375275,45.0779176815681
108846,Torino,VIA GIUSEPPE TALUCCHI,22,4,10143,7.66043268142691,45.0779102167508
108814,Torino,VIA GIUSEPPE TALUCCHI,24,4,10143,7.66010165637856,45.0778975202554
124954,Torino,VIA GIUSEPPE TALUCCHI,25 scala B,4,10143,7.65919215807191,45.0776893193384
108822,Torino,VIA GIUSEPPE TALUCCHI,28,4,10143,7.65944431700509,45.0778695511802
106434,Torino,STRADA DELLA BASILICA DI SOPERGA,14,7,10132,7.76938218079452,45.0780041806335
117882,Torino,STRADA DELLA BASILICA DI SOPERGA,15,7,10132,7.76988846440594,45.0779550400551
106436,Torino,STRADA DELLA BASILICA DI SOPERGA,17,7,10132,7.76976704997361,45.0779463956591
106437,Torino,STRADA DELLA BASILICA DI SOPERGA,29,7,10132,7.76764386287255,45.0782902148524
117883,Torino,STRADA DELLA BASILICA DI SOPERGA,35,7,10132,7.76715318803101,45.0787103855991
106439,Torino,STRADA DELLA BASILICA DI SOPERGA,43,7,10132,7.76655489908231,45.0793185813696
106442,Torino,STRADA DELLA BASILICA DI SOPERGA,49,7,10132,7.7663841407896,45.0796402592086
106412,Torino,STRADA DELLA BASILICA DI SOPERGA,75,7,10132,7.76762120310656,45.0809799591891
106413,Torino,STRADA DELLA FUNICOLARE DI SOPERGA,1,7,10132,7.7664337079408,45.0813274047694
117879,Torino,STRADA DI SOPERGA,4,7,10132,7.73162346280257,45.0807453815761
106423,Torino,STRADA DI SOPERGA,28,7,10132,7.73501143728685,45.0834996051814
106424,Torino,STRADA DI SOPERGA,35,7,10132,7.73477581502463,45.0834108391915
106425,Torino,STRADA DI SOPERGA,37,7,10132,7.7348575898665,45.083610692468
106426,Torino,STRADA DI SOPERGA,39,7,10132,7.73513597078459,45.0837207169157
106395,Torino,STRADA DI SOPERGA,43,7,10132,7.73556869361499,45.0838850199096
106399,Torino,STRADA DI SOPERGA,70,7,10132,7.73939350267598,45.0837317001155
106400,Torino,STRADA DI SOPERGA,72,7,10132,7.73979923531151,45.0836279416468
106402,Torino,STRADA DI SOPERGA,80,7,10132,7.74043123604378,45.083450352099
106403,Torino,STRADA DI SOPERGA,84,7,10132,7.74125618447968,45.0830508330064
106404,Torino,STRADA DI SOPERGA,89,7,10132,7.74231388910527,45.0834889353143
106405,Torino,STRADA DI SOPERGA,90,7,10132,7.74234324704816,45.083422051733
117878,Torino,STRADA DI SOPERGA,99,7,10132,7.74468186792654,45.0826837084459
107090,Torino,CORSO SPEZIA,20,8,10126,7.66845828794584,45.0374089114263
121389,Torino,CORSO SPEZIA,22 scala A,8,10126,7.66880217451367,45.0372594042513
107094,Torino,CORSO SPEZIA,23,8,10126,7.66958827835468,45.0376470825891
107070,Torino,CORSO SPEZIA,29,8,10126,7.67015031308225,45.0375307639349
117989,Torino,CORSO SPEZIA,30 scala A,8,10126,7.66987132963938,45.037028850783
107061,Torino,CORSO SPEZIA,37,8,10126,7.67075175942732,45.0374070877406
109543,Torino,VIA STRADELLA,20,5,10147,7.67854287511604,45.091794796979
118409,Torino,VIA STRADELLA,22,5,10147,7.67829870484513,45.0918596549831
109552,Torino,VIA STRADELLA,26,5,10147,7.6778069296606,45.0920676446014
109524,Torino,VIA STRADELLA,34,5,10147,7.67705818248076,45.0923838624584
109526,Torino,VIA STRADELLA,36,5,10147,7.6768748792213,45.0924680381204
109530,Torino,VIA STRADELLA,40,5,10147,7.67664283014271,45.0926703452206
127125,Torino,VIA STRADELLA,48 int. 4,5,10147,7.67667547347059,45.0929698415785
135323,Torino,VIA STRADELLA,48 int. 5,5,10147,7.67676388843082,45.0929581647486
135324,Torino,VIA STRADELLA,48 int. 7,5,10147,7.67698915024715,45.0929039740413
135325,Torino,VIA STRADELLA,48 int. 8,5,10147,7.67704976292564,45.0928893823722
109507,Torino,VIA STRADELLA,48 int. 13,5,10147,7.67720022612195,45.0928697283923
109508,Torino,VIA STRADELLA,60,5,10147,7.67529085224449,45.093851690212
109510,Torino,VIA STRADELLA,66,5,10147,7.67501175711646,45.0940946670147
108824,Torino,VIA GIUSEPPE TALUCCHI,32,4,10143,7.65898718234764,45.0778535975347
118287,Torino,VIA GIUSEPPE TALUCCHI,34,4,10143,7.65870053723176,45.0778435875774
108827,Torino,VIA GIUSEPPE TALUCCHI,37,4,10143,7.65778323670032,45.0776980979251
108797,Torino,VIA GIUSEPPE TALUCCHI,42,4,10143,7.6578045831962,45.0778130400039
120768,Torino,VIA GIUSEPPE TALUCCHI,43,4,10143,7.65725443708792,45.0776760919343
108798,Torino,VIA GIUSEPPE TALUCCHI,45,4,10143,7.65688311537585,45.0776617060153
122896,Torino,VIA GIUSEPPE TALUCCHI,46 scala A,4,10143,7.65728376585196,45.0778467047147
108804,Torino,VIA FRANCESCO TAMAGNO,5,6,10154,7.70358653442788,45.0877042400128
108807,Torino,VIA TANARO,1,6,10156,7.71007031127519,45.121753723903
108810,Torino,VIA TANARO,2 int. 4 int. B,6,10156,7.7106024285579,45.1218539900893
108811,Torino,VIA TANARO,2 int. 6 int. A,6,10156,7.71074702466874,45.1218961662467
108812,Torino,VIA TANARO,2 int. 8 int. A,6,10156,7.71092125372816,45.1219442307757
108781,Torino,VIA TANARO,2 int. 8 int. B,6,10156,7.71094753229169,45.1219533940727
108783,Torino,VIA TANARO,2 int. 10 int. B,6,10156,7.71118346678622,45.1220206531851
108785,Torino,VIA TANARO,2 int. 12 int. B,6,10156,7.71136572076863,45.1220782683654
108786,Torino,VIA TANARO,2 int. 14 int. A,6,10156,7.7115102514238,45.1221228372607
118281,Torino,VIA TANARO,2 int. 16 int. A,6,10156,7.71168221015336,45.122174664713
108788,Torino,VIA TANARO,2 int. 16 int. B,6,10156,7.71171131558664,45.1221813932685
120767,Torino,VIA TANARO,2 bis scala A,6,10156,7.71038153458622,45.1218342394341
118282,Torino,VIA TANARO,3,6,10156,7.71005616894465,45.121941744124
108794,Torino,VIA TANARO,4 int. 2,6,10156,7.71042428670822,45.1219553446651
106379,Torino,STRADA DI SOPERGA,124,7,10132,7.74551000540748,45.0807178379521
106381,Torino,STRADA DI SOPERGA,138,7,10132,7.74759709210286,45.0806175855793
106382,Torino,STRADA DI SOPERGA,146,7,10132,7.74905084157427,45.0803266602821
