row_id,citydb_address,pg_type,attribute_type,geo_role,status,calculator,method,cim_source,logic
441,citydb.ng2_resource.costs_money_uom,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
442,citydb.ng2_resource.yields_money,numeric,numeric,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
443,citydb.ng2_resource.yields_money_uom,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
444,citydb.ng2_resource.energy_carrier,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
445,citydb.ng2_resource.energy_carrier_codespace,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
446,citydb.ng2_resource.maximum_load,numeric,numeric,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
447,citydb.ng2_resource.maximum_load_uom,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
448,citydb.ng2_resource.source,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
449,citydb.ng2_resource.source_codespace,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
450,citydb.ng2_resource.is_dangerous,numeric,numeric,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
451,citydb.ng2_resource.is_recyclable,numeric,numeric,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
452,citydb.ng2_resource.cityobject_id,bigint,fk,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_resource_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
453,citydb.ng2_schedule.id,bigint,fk,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
454,citydb.ng2_schedule.objectclass_id,integer,fk,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
455,citydb.ng2_schedule.library_code,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
456,citydb.ng2_schedule.library_code_codespace,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
457,citydb.ng2_schedule.type,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
458,citydb.ng2_schedule.type_codespace,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
459,citydb.ng2_schedule.start_time,time,timestamp,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
460,citydb.ng2_schedule.start_day,integer,integer,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
461,citydb.ng2_schedule.start_month,integer,integer,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
462,citydb.ng2_schedule.start_year,integer,integer,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
463,citydb.ng2_schedule.time_interval,numeric,numeric,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
464,citydb.ng2_schedule.time_interval_unit,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
465,citydb.ng2_schedule.idle_value,numeric,integer,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
466,citydb.ng2_schedule.idle_value_uom,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
467,citydb.ng2_schedule.usage_value,numeric,numeric,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
468,citydb.ng2_schedule.usage_value_uom,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
469,citydb.ng2_schedule.start_usage_time,time,timestamp,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
470,citydb.ng2_schedule.end_usage_time,time,timestamp,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
471,citydb.ng2_schedule.constant_value,numeric,numeric,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
472,citydb.ng2_schedule.constant_value_uom,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
473,citydb.ng2_schedule.time_series_id,bigint,fk,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
474,citydb.ng2_schedule.library_id,bigint,fk,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
475,citydb.ng2_schedule_component.id,bigint,fk,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
476,citydb.ng2_schedule_component.type,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
477,citydb.ng2_schedule_component.type_codespace,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
478,citydb.ng2_schedule_component.repetitions,integer,integer,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
479,citydb.ng2_schedule_component.additional_gap,numeric,numeric,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
480,citydb.ng2_schedule_component.additional_gap_unit,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
481,citydb.ng2_schedule_component.parent_schedule_id,bigint,fk,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
482,citydb.ng2_schedule_component.schedule_id,bigint,fk,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES: requires committed hourly profile dataset.
483,citydb.ng2_solar_collector.id,bigint,fk,GEO-NONE,PLANNED-3,ctdb_solar_collector_calculator,ctdb_from_pv,cim_wizard_building.pv_ids → cim_vector.pv,Fill ng2_solar_collector.id via ctdb_from_pv from TABULA archetype catalog + component XLS.
484,citydb.ng2_solar_collector.objectclass_id,integer,fk,GEO-FK,PLANNED-3,ctdb_solar_collector_calculator,ctdb_from_pv,cim_wizard_building.pv_ids → cim_vector.pv,Fill ng2_solar_collector.objectclass_id via ctdb_from_pv from TABULA archetype catalog + component XLS.
485,citydb.ng2_solar_collector.type,varchar,text,GEO-NONE,PLANNED-3,ctdb_solar_collector_calculator,ctdb_from_pv,cim_wizard_building.pv_ids → cim_vector.pv,Fill ng2_solar_collector.type via ctdb_from_pv from TABULA archetype catalog + component XLS.
486,citydb.ng2_solar_collector.type_codespace,varchar,text,GEO-NONE,PLANNED-3,ctdb_solar_collector_calculator,ctdb_from_pv,cim_wizard_building.pv_ids → cim_vector.pv,Fill ng2_solar_collector.type_codespace via ctdb_from_pv from TABULA archetype catalog + component XLS.
487,citydb.ng2_solar_collector.cell_type,varchar,text,GEO-NONE,PLANNED-3,ctdb_solar_collector_calculator,ctdb_from_pv,cim_wizard_building.pv_ids → cim_vector.pv,Fill ng2_solar_collector.cell_type via ctdb_from_pv from TABULA archetype catalog + component XLS.
488,citydb.ng2_solar_collector.cell_type_codespace,varchar,text,GEO-NONE,PLANNED-3,ctdb_solar_collector_calculator,ctdb_from_pv,cim_wizard_building.pv_ids → cim_vector.pv,Fill ng2_solar_collector.cell_type_codespace via ctdb_from_pv from TABULA archetype catalog + component XLS.
489,citydb.ng2_solar_collector.module_area,numeric,numeric,GEO-NONE,PLANNED-3,ctdb_solar_collector_calculator,ctdb_from_pv,cim_vector.pv.area_reale,PV polygon area linked via building.pv_ids.
490,citydb.ng2_solar_collector.module_area_uom,varchar,text,GEO-NONE,PLANNED-3,ctdb_solar_collector_calculator,ctdb_from_pv,cim_wizard_building.pv_ids → cim_vector.pv,Fill ng2_solar_collector.module_area_uom via ctdb_from_pv from TABULA archetype catalog + component XLS.
491,citydb.ng2_solar_collector.azimuth,numeric,numeric,GEO-NONE,PLANNED-3,ctdb_solar_collector_calculator,ctdb_from_pv,cim_wizard_building.pv_ids → cim_vector.pv,Fill ng2_solar_collector.azimuth via ctdb_from_pv from TABULA archetype catalog + component XLS.
492,citydb.ng2_solar_collector.azimuth_uom,varchar,text,GEO-NONE,PLANNED-3,ctdb_solar_collector_calculator,ctdb_from_pv,cim_wizard_building.pv_ids → cim_vector.pv,Fill ng2_solar_collector.azimuth_uom via ctdb_from_pv from TABULA archetype catalog + component XLS.
493,citydb.ng2_solar_collector.inclination,numeric,numeric,GEO-NONE,PLANNED-3,ctdb_solar_collector_calculator,ctdb_from_pv,cim_wizard_building.pv_ids → cim_vector.pv,Fill ng2_solar_collector.inclination via ctdb_from_pv from TABULA archetype catalog + component XLS.
494,citydb.ng2_solar_collector.inclination_uom,varchar,text,GEO-NONE,PLANNED-3,ctdb_solar_collector_calculator,ctdb_from_pv,cim_wizard_building.pv_ids → cim_vector.pv,Fill ng2_solar_collector.inclination_uom via ctdb_from_pv from TABULA archetype catalog + component XLS.
495,citydb.ng2_solar_collector.aperture_area,numeric,numeric,GEO-NONE,PLANNED-3,ctdb_solar_collector_calculator,ctdb_from_pv,cim_wizard_building.pv_ids → cim_vector.pv,Fill ng2_solar_collector.aperture_area via ctdb_from_pv from TABULA archetype catalog + component XLS.
496,citydb.ng2_solar_collector.aperture_area_uom,varchar,text,GEO-NONE,PLANNED-3,ctdb_solar_collector_calculator,ctdb_from_pv,cim_wizard_building.pv_ids → cim_vector.pv,Fill ng2_solar_collector.aperture_area_uom via ctdb_from_pv from TABULA archetype catalog + component XLS.
497,citydb.ng2_solar_collector.opt_efficiency,numeric,numeric,GEO-NONE,PLANNED-3,ctdb_solar_collector_calculator,ctdb_from_pv,cim_wizard_building.pv_ids → cim_vector.pv,Fill ng2_solar_collector.opt_efficiency via ctdb_from_pv from TABULA archetype catalog + component XLS.
498,citydb.ng2_solar_collector.opt_efficiency_uom,varchar,text,GEO-NONE,PLANNED-3,ctdb_solar_collector_calculator,ctdb_from_pv,cim_wizard_building.pv_ids → cim_vector.pv,Fill ng2_solar_collector.opt_efficiency_uom via ctdb_from_pv from TABULA archetype catalog + component XLS.
499,citydb.ng2_solar_collector.lin_heat_loss_coeff,numeric,numeric,GEO-NONE,PLANNED-3,ctdb_solar_collector_calculator,ctdb_from_pv,cim_wizard_building.pv_ids → cim_vector.pv,Fill ng2_solar_collector.lin_heat_loss_coeff via ctdb_from_pv from TABULA archetype catalog + component XLS.
500,citydb.ng2_solar_collector.quad_heat_loss_coeff,numeric,numeric,GEO-NONE,PLANNED-3,ctdb_solar_collector_calculator,ctdb_from_pv,cim_wizard_building.pv_ids → cim_vector.pv,Fill ng2_solar_collector.quad_heat_loss_coeff via ctdb_from_pv from TABULA archetype catalog + component XLS.
501,citydb.ng2_solar_collector.lod2_multi_surface_id,bigint,fk,GEO-FK,PLANNED-3,ctdb_solar_collector_calculator,ctdb_from_pv,cim_vector.pv.pv_geometry,Persist PV multipolygon as surface_geometry FK.
502,citydb.ng2_solar_collector.lod3_multi_surface_id,bigint,fk,GEO-FK,PLANNED-3,ctdb_solar_collector_calculator,ctdb_from_pv,cim_wizard_building.pv_ids → cim_vector.pv,Fill ng2_solar_collector.lod3_multi_surface_id via ctdb_from_pv from TABULA archetype catalog + component XLS.
503,citydb.ng2_storage_device.id,bigint,fk,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_storage_device_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
504,citydb.ng2_storage_device.objectclass_id,integer,fk,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_storage_device_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
505,citydb.ng2_storage_device.medium,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_storage_device_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
506,citydb.ng2_storage_device.medium_codespace,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_storage_device_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
507,citydb.ng2_storage_device.preparation_temp,numeric,numeric,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_storage_device_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
508,citydb.ng2_storage_device.preparation_temp_uom,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_storage_device_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
509,citydb.ng2_storage_device.thm_losses_factor,numeric,numeric,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_storage_device_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
510,citydb.ng2_storage_device.thm_losses_factor_uom,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_storage_device_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
511,citydb.ng2_storage_device.volume,numeric,numeric,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_storage_device_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
512,citydb.ng2_storage_device.volume_uom,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_storage_device_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
513,citydb.ng2_storage_device.batt_techn,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_storage_device_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
514,citydb.ng2_storage_device.batt_techn_codespace,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_storage_device_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
515,citydb.ng2_storage_device.power_capacity,numeric,numeric,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_storage_device_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
516,citydb.ng2_storage_device.power_capacity_uom,varchar,text,GEO-NONE,POSTSIM,ctdb_postsim_calculator,ctdb_storage_device_from_outputs,outputs.*,POSTSIM: aggregate simulator outputs after run completes.
517,citydb.ng2_suitability.id,bigint,integer,GEO-NONE,SCHEMA,—,—,—,Out of scope for current CIM→CityDB pipeline.
518,citydb.ng2_suitability.reason,varchar,text,GEO-NONE,SCHEMA,—,—,—,Out of scope for current CIM→CityDB pipeline.
519,citydb.ng2_suitability.reason_codespace,varchar,text,GEO-NONE,SCHEMA,—,—,—,Out of scope for current CIM→CityDB pipeline.
520,citydb.ng2_suitability.value,numeric,numeric,GEO-NONE,SCHEMA,—,—,—,Out of scope for current CIM→CityDB pipeline.
521,citydb.ng2_suitability.value_uom,varchar,text,GEO-NONE,SCHEMA,—,—,—,Out of scope for current CIM→CityDB pipeline.
522,citydb.ng2_suitability.description,varchar,text,GEO-NONE,SCHEMA,—,—,—,Out of scope for current CIM→CityDB pipeline.
523,citydb.ng2_suitability.schedule_id,bigint,fk,GEO-NONE,SCHEMA,—,—,—,Out of scope for current CIM→CityDB pipeline.
524,citydb.ng2_suitability.cityobject_id,bigint,fk,GEO-NONE,SCHEMA,—,—,—,Out of scope for current CIM→CityDB pipeline.
525,citydb.ng2_them_surf_to_thermal_zone.thematic_surface_id,bigint,fk,GEO-NONE,PLANNED-1,ctdb_surf_zone_adjacency_calculator,ctdb_from_lod12,building_surfaces_lod12 surfaces + thermal_zones storey_index,Fill ng2_them_surf_to_thermal_zone.thematic_surface_id via ctdb_from_lod12 from TABULA archetype catalog + component XLS.
526,citydb.ng2_them_surf_to_thermal_zone.thermal_zone_id,bigint,fk,GEO-NONE,PLANNED-1,ctdb_surf_zone_adjacency_calculator,ctdb_from_lod12,building_surfaces_lod12 surfaces + thermal_zones storey_index,Fill ng2_them_surf_to_thermal_zone.thermal_zone_id via ctdb_from_lod12 from TABULA archetype catalog + component XLS.
527,citydb.ng2_thematic_surface.id,bigint,fk,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_thematic_surface,tabula_envelope_json + building_surfaces_lod12,Fill ng2_thematic_surface.id via tabula_extract_thematic_surface from TABULA archetype catalog + component XLS.
528,citydb.ng2_thematic_surface.total_surf_area,numeric,numeric,GEO-NONE,PLANNED-1,ctdb_thematic_surface_calculator,ctdb_from_lod12,building_surfaces_lod12.surfaces.*.properties.area_m2,Copy computed area_m2 per wall/roof/ground/floor surface.
529,citydb.ng2_thematic_surface.total_surf_area_uom,varchar,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_thematic_surface,tabula_envelope_json + building_surfaces_lod12,Fill ng2_thematic_surface.total_surf_area_uom via tabula_extract_thematic_surface from TABULA archetype catalog + component XLS.
530,citydb.ng2_thematic_surface.opaque_surf_area,numeric,numeric,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_thematic_surface,tabula_envelope_json + building_surfaces_lod12,Fill ng2_thematic_surface.opaque_surf_area via tabula_extract_thematic_surface from TABULA archetype catalog + component XLS.
531,citydb.ng2_thematic_surface.opaque_surf_area_uom,varchar,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_thematic_surface,tabula_envelope_json + building_surfaces_lod12,Fill ng2_thematic_surface.opaque_surf_area_uom via tabula_extract_thematic_surface from TABULA archetype catalog + component XLS.
532,citydb.ng2_thematic_surface.open_to_surf_ratio,numeric,numeric,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_thematic_surface,tabula_envelope_json + building_surfaces_lod12,Fill ng2_thematic_surface.open_to_surf_ratio via tabula_extract_thematic_surface from TABULA archetype catalog + component XLS.
533,citydb.ng2_thematic_surface.open_to_surf_ratio_uom,varchar,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_thematic_surface,tabula_envelope_json + building_surfaces_lod12,Fill ng2_thematic_surface.open_to_surf_ratio_uom via tabula_extract_thematic_surface from TABULA archetype catalog + component XLS.
534,citydb.ng2_thematic_surface.thickness,numeric,numeric,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_thematic_surface,tabula_envelope_json + building_surfaces_lod12,Fill ng2_thematic_surface.thickness via tabula_extract_thematic_surface from TABULA archetype catalog + component XLS.
535,citydb.ng2_thematic_surface.thickness_uom,varchar,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_thematic_surface,tabula_envelope_json + building_surfaces_lod12,Fill ng2_thematic_surface.thickness_uom via tabula_extract_thematic_surface from TABULA archetype catalog + component XLS.
536,citydb.ng2_thematic_surface.azimuth,numeric,numeric,GEO-NONE,PLANNED-1,ctdb_thematic_surface_calculator,ctdb_from_lod12,building_surfaces_lod12.surfaces.wall_surfaces[].properties.azimuth_degrees,Copy wall azimuth; roof/ground defaults per surface type.
537,citydb.ng2_thematic_surface.azimuth_uom,varchar,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_thematic_surface,tabula_envelope_json + building_surfaces_lod12,Fill ng2_thematic_surface.azimuth_uom via tabula_extract_thematic_surface from TABULA archetype catalog + component XLS.
538,citydb.ng2_thematic_surface.inclination,numeric,numeric,GEO-NONE,PLANNED-1,ctdb_thematic_surface_calculator,ctdb_from_lod12,building_surfaces_lod12.surfaces.*.properties.inclination_degrees,Copy inclination; flat roof default 0 deg.
539,citydb.ng2_thematic_surface.inclination_uom,varchar,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_thematic_surface,tabula_envelope_json + building_surfaces_lod12,Fill ng2_thematic_surface.inclination_uom via tabula_extract_thematic_surface from TABULA archetype catalog + component XLS.
540,citydb.ng2_thematic_surface.ground_view_factor,numeric,numeric,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_thematic_surface,tabula_envelope_json + building_surfaces_lod12,Fill ng2_thematic_surface.ground_view_factor via tabula_extract_thematic_surface from TABULA archetype catalog + component XLS.
541,citydb.ng2_thematic_surface.ground_view_factor_uom,varchar,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_thematic_surface,tabula_envelope_json + building_surfaces_lod12,Fill ng2_thematic_surface.ground_view_factor_uom via tabula_extract_thematic_surface from TABULA archetype catalog + component XLS.
542,citydb.ng2_thematic_surface.sky_view_factor,numeric,numeric,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_thematic_surface,tabula_envelope_json + building_surfaces_lod12,Fill ng2_thematic_surface.sky_view_factor via tabula_extract_thematic_surface from TABULA archetype catalog + component XLS.
543,citydb.ng2_thematic_surface.sky_view_factor_uom,varchar,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_thematic_surface,tabula_envelope_json + building_surfaces_lod12,Fill ng2_thematic_surface.sky_view_factor_uom via tabula_extract_thematic_surface from TABULA archetype catalog + component XLS.
544,citydb.ng2_thematic_surface.is_adiabatic,numeric,numeric,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_thematic_surface,tabula_envelope_json + building_surfaces_lod12,Fill ng2_thematic_surface.is_adiabatic via tabula_extract_thematic_surface from TABULA archetype catalog + component XLS.
545,citydb.ng2_thematic_surface.heat_capacity,numeric,numeric,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_thematic_surface,tabula_envelope_json + building_surfaces_lod12,Fill ng2_thematic_surface.heat_capacity via tabula_extract_thematic_surface from TABULA archetype catalog + component XLS.
546,citydb.ng2_thematic_surface.heat_capacity_uom,varchar,text,GEO-NONE,PLANNED-1,building_tabula_archetype_calculator,tabula_extract_thematic_surface,tabula_envelope_json + building_surfaces_lod12,Fill ng2_thematic_surface.heat_capacity_uom via tabula_extract_thematic_surface from TABULA archetype catalog + component XLS.
547,citydb.ng2_time_series.id,bigint,fk,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
548,citydb.ng2_time_series.objectclass_id,integer,fk,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
549,citydb.ng2_time_series.acquisition_method,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
550,citydb.ng2_time_series.acquisition_method_codespace,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
551,citydb.ng2_time_series.interpolation_type,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
552,citydb.ng2_time_series.source,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
553,citydb.ng2_time_series.period_begin,timestamptz,timestamp,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
554,citydb.ng2_time_series.period_end,timestamptz,timestamp,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
555,citydb.ng2_time_series.start_time,time,timestamp,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
556,citydb.ng2_time_series.start_day,integer,integer,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
557,citydb.ng2_time_series.start_month,integer,integer,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
558,citydb.ng2_time_series.temporal_extent,numeric,numeric,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
559,citydb.ng2_time_series.temporal_extent_unit,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
560,citydb.ng2_time_series.time_interval,numeric,numeric,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
561,citydb.ng2_time_series.time_interval_unit,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
562,citydb.ng2_time_series.values_list,text,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
563,citydb.ng2_time_series.values_list_uom,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
564,citydb.ng2_time_series.uom,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
565,citydb.ng2_time_series.file_uri,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
566,citydb.ng2_time_series.num_of_header_lines,integer,integer,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
567,citydb.ng2_time_series.field_separator,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
568,citydb.ng2_time_series.record_separator,varchar,text,GEO-NONE,DEFERRED-SCHEDULES,—,—,—,DEFERRED-SCHEDULES / DEFERRED-WEATHER / POSTSIM depending on series role.
